TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,CITY_NAME
315972333.25229704,00000000-0000-0000-0000-000000057429,OTHERS,1787.3492666440563,405.0139837026706,PIT
315972333.3543746,00000000-0000-0000-0000-000000057429,OTHERS,1786.4185864637534,404.2495171750832,PIT
315972333.45557386,00000000-0000-0000-0000-000000057429,OTHERS,1785.528543032539,403.5395986450661,PIT
315972333.5538361,00000000-0000-0000-0000-000000057429,OTHERS,1784.49058767678,402.76813726141273,PIT
315972333.65502185,00000000-0000-0000-0000-000000057429,OTHERS,1783.618576279411,402.0351456398472,PIT
315972333.75899464,00000000-0000-0000-0000-000000057429,OTHERS,1782.6943748850915,401.2337001263776,PIT
315972333.85810494,00000000-0000-0000-0000-000000057429,OTHERS,1781.6411161528588,400.4342257643914,PIT
315972333.95922035,00000000-0000-0000-0000-000000057429,OTHERS,1780.704779533357,399.7030673408727,PIT
315972334.04915583,00000000-0000-0000-0000-000000057429,OTHERS,1779.689655692738,398.8964004634885,PIT
315972334.15105474,00000000-0000-0000-0000-000000057429,OTHERS,1778.6819749110816,398.1000964274542,PIT
315972334.2510669,00000000-0000-0000-0000-000000057429,OTHERS,1777.8128545191223,397.4592451222045,PIT
315972334.3510696,00000000-0000-0000-0000-000000057429,OTHERS,1776.764713831593,396.686054950877,PIT
315972334.45146793,00000000-0000-0000-0000-000000057429,OTHERS,1775.8711417461927,396.0820020473242,PIT
315972334.55053127,00000000-0000-0000-0000-000000057429,OTHERS,1774.8236932203408,395.14463491270135,PIT
315972334.6492877,00000000-0000-0000-0000-000000057429,OTHERS,1773.728427745746,394.23804655961777,PIT
315972334.74861884,00000000-0000-0000-0000-000000057429,OTHERS,1772.7936997026643,393.4929062643968,PIT
315972334.85129935,00000000-0000-0000-0000-000000057429,OTHERS,1771.9412243865231,392.7728122867173,PIT
315972334.94945765,00000000-0000-0000-0000-000000057429,OTHERS,1771.2952351569577,392.1170923029569,PIT
315972335.050746,00000000-0000-0000-0000-000000057429,OTHERS,1770.69501889432,391.3484565538568,PIT
315972335.1523172,00000000-0000-0000-0000-000000057429,OTHERS,1770.4310571807175,390.64798034815584,PIT
315972335.2623056,00000000-0000-0000-0000-000000057429,OTHERS,1770.4310571739286,390.6479803525489,PIT
315972335.3600279,00000000-0000-0000-0000-000000057429,OTHERS,1770.431057167138,390.6479803569426,PIT
315972335.45321417,00000000-0000-0000-0000-000000057429,OTHERS,1770.4310571603492,390.6479803613365,PIT
315972333.25229704,00000000-0000-0000-0000-000000057455,OTHERS,1763.7740462502709,429.0419518102077,PIT
315972333.3543746,00000000-0000-0000-0000-000000057455,OTHERS,1763.1900619986377,429.6942282630016,PIT
315972333.45557386,00000000-0000-0000-0000-000000057455,OTHERS,1762.808914197037,430.0824256703376,PIT
315972333.5538361,00000000-0000-0000-0000-000000057455,OTHERS,1762.3829346146313,430.5499118891698,PIT
315972333.65502185,00000000-0000-0000-0000-000000057455,OTHERS,1761.902287696716,431.08970207175474,PIT
315972333.75899464,00000000-0000-0000-0000-000000057455,OTHERS,1761.4381177072726,431.6145054257617,PIT
315972333.85810494,00000000-0000-0000-0000-000000057455,OTHERS,1761.0155664593128,432.0932639833731,PIT
315972333.95922035,00000000-0000-0000-0000-000000057455,OTHERS,1760.7043474730071,432.43631684883695,PIT
315972334.04915583,00000000-0000-0000-0000-000000057455,OTHERS,1760.204286790364,433.0420591234494,PIT
315972334.15105474,00000000-0000-0000-0000-000000057455,OTHERS,1759.6380650330475,433.5784713585613,PIT
315972334.2510669,00000000-0000-0000-0000-000000057455,OTHERS,1759.5921575908865,433.7600975283119,PIT
315972334.3510696,00000000-0000-0000-0000-000000057455,OTHERS,1759.0536555659237,434.3704803178905,PIT
315972334.45146793,00000000-0000-0000-0000-000000057455,OTHERS,1758.7094357084936,434.5940375114608,PIT
315972334.55053127,00000000-0000-0000-0000-000000057455,OTHERS,1758.3307861214612,434.9765935764033,PIT
315972334.6492877,00000000-0000-0000-0000-000000057455,OTHERS,1757.903221596686,435.67979770706137,PIT
315972334.74861884,00000000-0000-0000-0000-000000057455,OTHERS,1757.638650468674,436.0672863771462,PIT
315972334.85129935,00000000-0000-0000-0000-000000057455,OTHERS,1757.2388080578485,436.4574466143633,PIT
315972334.94945765,00000000-0000-0000-0000-000000057455,OTHERS,1756.9022389668537,436.9036837248034,PIT
315972335.050746,00000000-0000-0000-0000-000000057455,OTHERS,1756.572996600975,437.30403489045113,PIT
315972335.1523172,00000000-0000-0000-0000-000000057455,OTHERS,1756.2760046536566,437.698442117455,PIT
315972335.2623056,00000000-0000-0000-0000-000000057455,OTHERS,1755.9010112062117,438.07652012980566,PIT
315972335.3600279,00000000-0000-0000-0000-000000057455,OTHERS,1755.6832076667126,438.3441061835868,PIT
315972335.45321417,00000000-0000-0000-0000-000000057455,OTHERS,1755.3350688769494,438.7886293699434,PIT
315972335.5497027,00000000-0000-0000-0000-000000057455,OTHERS,1755.091795270319,439.0104730138542,PIT
315972335.6449998,00000000-0000-0000-0000-000000057455,OTHERS,1754.742104425162,439.509126508058,PIT
315972335.75021136,00000000-0000-0000-0000-000000057455,OTHERS,1754.5177397459445,439.7917315064079,PIT
315972335.84897685,00000000-0000-0000-0000-000000057455,OTHERS,1754.1641016788992,440.0096106438156,PIT
315972335.94824475,00000000-0000-0000-0000-000000057455,OTHERS,1754.016192419676,440.35201386143615,PIT
315972336.04916114,00000000-0000-0000-0000-000000057455,OTHERS,1753.8516954238528,440.61563464650186,PIT
315972336.1512478,00000000-0000-0000-0000-000000057455,OTHERS,1753.7616232405796,440.8344686846149,PIT
315972336.25336164,00000000-0000-0000-0000-000000057455,OTHERS,1753.3435711421946,441.0804668906134,PIT
315972336.35073835,00000000-0000-0000-0000-000000057455,OTHERS,1753.1135604951016,441.450833514921,PIT
315972336.4531622,00000000-0000-0000-0000-000000057455,OTHERS,1752.8988336814537,441.7350648678226,PIT
315972336.55683976,00000000-0000-0000-0000-000000057455,OTHERS,1752.7327333326034,441.80588029977065,PIT
315972336.6539576,00000000-0000-0000-0000-000000057455,OTHERS,1752.5283832858497,442.152500730964,PIT
315972336.750269,00000000-0000-0000-0000-000000057455,OTHERS,1752.4587796806327,442.2636340567398,PIT
315972336.84391814,00000000-0000-0000-0000-000000057455,OTHERS,1752.2359678936425,442.55099466789375,PIT
315972336.96327657,00000000-0000-0000-0000-000000057455,OTHERS,1752.1512878075214,442.6943950002856,PIT
315972337.05401343,00000000-0000-0000-0000-000000057455,OTHERS,1751.846118346542,442.8985854558544,PIT
315972337.16375786,00000000-0000-0000-0000-000000057455,OTHERS,1751.766452553823,443.0548991671535,PIT
315972337.24840605,00000000-0000-0000-0000-000000057455,OTHERS,1751.6624176997443,443.14778897159874,PIT
315972337.35458213,00000000-0000-0000-0000-000000057455,OTHERS,1751.4215480650907,443.4584198292134,PIT
315972337.4485729,00000000-0000-0000-0000-000000057455,OTHERS,1751.3360954413674,443.5809025899789,PIT
315972337.5446156,00000000-0000-0000-0000-000000057455,OTHERS,1751.3163878690314,443.6023487782849,PIT
315972337.6428197,00000000-0000-0000-0000-000000057455,OTHERS,1751.0783996028094,443.7920863379454,PIT
315972337.74713194,00000000-0000-0000-0000-000000057455,OTHERS,1751.0289429908216,443.965618904892,PIT
315972337.8496787,00000000-0000-0000-0000-000000057455,OTHERS,1750.8762398495212,444.0615989578735,PIT
315972337.9485953,00000000-0000-0000-0000-000000057455,OTHERS,1750.8223507720877,444.1078549737295,PIT
315972338.0475016,00000000-0000-0000-0000-000000057455,OTHERS,1750.77381469922,444.21120702700574,PIT
315972338.1461541,00000000-0000-0000-0000-000000057455,OTHERS,1750.6594416784608,444.3558841707728,PIT
315972333.25229704,00000000-0000-0000-0000-000000057471,OTHERS,1815.249266518528,424.80614816188097,PIT
315972333.3543746,00000000-0000-0000-0000-000000057471,OTHERS,1815.670977315309,424.92391943548097,PIT
315972333.45557386,00000000-0000-0000-0000-000000057471,OTHERS,1817.249347515937,426.78114368775255,PIT
